year,state_alpha,state_name,county_name,Value,unit_desc,short_desc,Crop,HighYield,StateAvgYield,RelYield,PrevYearYield,YoYChange
2010,GA,GEORGIA,JOHNSON,68.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.517175814425149,147.2801300518561,-79.2801300518561
2012,GA,GEORGIA,JOHNSON,184.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.133327396517248,68.0,116.19999999999999
2013,GA,GEORGIA,JOHNSON,159.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,0.9442200085313528,184.2,-25.19999999999999
2015,GA,GEORGIA,JOHNSON,193.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,156.4890909090909,1.2352298737059804,159.0,34.30000000000001
2016,GA,GEORGIA,JOHNSON,183.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,151.53061224489795,1.2136161616161618,193.3,-9.400000000000006
2017,GA,GEORGIA,JOHNSON,197.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.71372549019608,1.2075957553836203,183.9,13.799999999999983
2019,GA,GEORGIA,JOHNSON,92.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,145.875,0.6334190231362469,197.7,-105.29999999999998
2020,GA,GEORGIA,JOHNSON,145.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,163.42105263157896,0.8921739130434783,92.4,53.400000000000006
2021,GA,GEORGIA,JOHNSON,162.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,0.9340218014916811,145.8,17.0
2022,GA,GEORGIA,JOHNSON,102.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,152.88510638297873,0.6710921843687374,162.8,-60.20000000000002
2023,GA,GEORGIA,JOHNSON,166.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,167.3422222222222,0.993771911186657,102.6,63.70000000000002
2010,GA,GEORGIA,LANIER,150.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,1.141589555076689,147.2801300518561,2.8198699481438894
2011,GA,GEORGIA,LANIER,80.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.6115275590551182,150.1,-69.19999999999999
2015,GA,GEORGIA,LANIER,111.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,156.4890909090909,0.7137877749247697,80.9,30.799999999999997
2016,GA,GEORGIA,LANIER,154.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,151.53061224489795,1.018936026936027,111.7,42.7
2024,GA,GEORGIA,LANIER,96.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,149.45,0.6477082636333222,154.4,-57.60000000000001
2010,GA,GEORGIA,LAURENS,154.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,131.48333333333332,1.171251109139308,147.2801300518561,6.719869948143895
2012,GA,GEORGIA,LAURENS,171.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.0527270224978345,154.0,17.099999999999994
2013,GA,GEORGIA,LAURENS,144.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.8587057436077585,171.1,-26.5
2014,GA,GEORGIA,LAURENS,136.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.8917132243250357,144.6,-8.099999999999994
2020,GA,GEORGIA,LAURENS,159.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.42105263157896,0.9735587761674717,136.5,22.599999999999994
2021,GA,GEORGIA,LAURENS,168.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,0.9644291451520368,159.1,9.0
2023,GA,GEORGIA,LAURENS,170.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,167.3422222222222,1.01647986826729,168.1,2.0
2024,GA,GEORGIA,LAURENS,181.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,149.45,1.2157912345265975,170.1,11.599999999999994
2012,GA,GEORGIA,LEE,211.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.3000655748322176,147.2801300518561,64.0198699481439
2018,GA,GEORGIA,LEE,147.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,165.99830508474577,0.8861536262367391,211.3,-64.20000000000002
2020,GA,GEORGIA,LEE,185.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.42105263157896,1.136940418679549,147.1,38.70000000000002
2021,GA,GEORGIA,LEE,197.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,1.130235226620769,185.8,11.199999999999989
2011,GA,GEORGIA,LONG,28.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.21316535433070868,147.2801300518561,-119.0801300518561
2010,GA,GEORGIA,LOWNDES,105.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.7985803016858918,147.2801300518561,-42.280130051856105
2012,GA,GEORGIA,LOWNDES,197.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.2170041206900741,105.0,92.80000000000001
2013,GA,GEORGIA,LOWNDES,175.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,1.042798952818274,197.8,-22.200000000000017
2014,GA,GEORGIA,LOWNDES,70.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.4625149910784801,175.6,-104.8
2021,GA,GEORGIA,LOWNDES,174.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,1.0000000000000002,70.8,103.50000000000001
2023,GA,GEORGIA,LOWNDES,156.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,167.3422222222222,0.9322213959417828,174.3,-18.30000000000001
2010,GA,GEORGIA,MACON,167.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,131.48333333333332,1.270122956014704,147.2801300518561,19.719869948143895
2012,GA,GEORGIA,MACON,182.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.1253288861183748,167.0,15.900000000000006
2013,GA,GEORGIA,MACON,199.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,1.1829473314430532,182.9,16.299999999999983
2014,GA,GEORGIA,MACON,182.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,153.07611940298509,1.1928705843351761,199.2,-16.599999999999994
2015,GA,GEORGIA,MACON,181.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,156.4890909090909,1.1566301455808714,182.6,-1.5999999999999943
2016,GA,GEORGIA,MACON,168.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,151.53061224489795,1.1126464646464647,181.0,-12.400000000000006
2017,GA,GEORGIA,MACON,141.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,163.71372549019608,0.8643136033726975,168.6,-27.099999999999994
2018,GA,GEORGIA,MACON,191.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,165.99830508474577,1.151216573581515,141.5,49.599999999999994
2019,GA,GEORGIA,MACON,195.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,145.875,1.3422450728363327,191.1,4.700000000000017
2020,GA,GEORGIA,MACON,178.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.42105263157896,1.0941062801932366,195.8,-17.0
2021,GA,GEORGIA,MACON,216.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,1.2398164084911074,178.8,37.29999999999998
2022,GA,GEORGIA,MACON,203.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,152.88510638297873,1.3310649075929637,216.1,-12.599999999999994
2023,GA,GEORGIA,MACON,194.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,167.3422222222222,1.1628864336555829,203.5,-8.900000000000006
2011,GA,GEORGIA,MARION,81.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.6122834645669292,147.2801300518561,-66.2801300518561
2012,GA,GEORGIA,MARION,156.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,0.964128138079548,81.0,75.69999999999999
2013,GA,GEORGIA,MARION,181.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,1.0772421984124994,156.7,24.700000000000017
2014,GA,GEORGIA,MARION,102.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.6696015054455396,181.4,-78.9
2015,GA,GEORGIA,MARION,130.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,156.4890909090909,0.8307288338426148,102.5,27.5
2016,GA,GEORGIA,MARION,88.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,151.53061224489795,0.5833804713804714,130.0,-41.599999999999994
2017,GA,GEORGIA,MARION,150.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,163.71372549019608,0.9162335018085132,88.4,61.599999999999994
2018,GA,GEORGIA,MARION,119.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,165.99830508474577,0.7174772051991545,150.0,-30.900000000000006
2024,GA,GEORGIA,MARION,141.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,149.45,0.945466711274674,119.1,22.200000000000017
2018,GA,GEORGIA,MERIWETHER,127.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,165.99830508474577,0.7674777157210101,147.2801300518561,-19.8801300518561
2010,GA,GEORGIA,MILLER,176.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,131.48333333333332,1.3385726961592093,147.2801300518561,28.719869948143895
2011,GA,GEORGIA,MILLER,213.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,132.29166666666666,1.6161259842519686,176.0,37.80000000000001
2012,GA,GEORGIA,MILLER,212.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.3092946252924558,213.8,-1.0
2013,GA,GEORGIA,MILLER,171.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,1.019638839401467,212.8,-41.10000000000002
2014,GA,GEORGIA,MILLER,195.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,153.07611940298509,1.2751825742728715,171.7,23.5
2015,GA,GEORGIA,MILLER,199.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,156.4890909090909,1.275488271038353,195.2,4.400000000000006
2016,GA,GEORGIA,MILLER,178.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,151.53061224489795,1.1779797979797981,199.6,-21.099999999999994
2017,GA,GEORGIA,MILLER,203.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.71372549019608,1.2399693391141877,178.5,24.5
2018,GA,GEORGIA,MILLER,193.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,165.99830508474577,1.1638673051593338,203.0,-9.800000000000011
2019,GA,GEORGIA,MILLER,205.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,145.875,1.407369323050557,193.2,12.100000000000023
2020,GA,GEORGIA,MILLER,208.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.42105263157896,1.2752334943639292,205.3,3.0999999999999943
2021,GA,GEORGIA,MILLER,189.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,1.0866322432587494,208.4,-19.0
2022,GA,GEORGIA,MILLER,198.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,152.88510638297873,1.3003228679581385,189.4,9.400000000000006
2023,GA,GEORGIA,MILLER,191.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,167.3422222222222,1.146751832571975,198.8,-6.900000000000006
2024,GA,GEORGIA,MILLER,195.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,149.45,1.3054533288725327,191.9,3.1999999999999886
2010,GA,GEORGIA,MITCHELL,179.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,131.48333333333332,1.3613892762073776,147.2801300518561,31.719869948143895
2012,GA,GEORGIA,MITCHELL,197.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,1.2176193907207566,179.0,18.900000000000006
2013,GA,GEORGIA,MITCHELL,195.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,1.1621626142741242,197.9,-2.200000000000017
2014,GA,GEORGIA,MITCHELL,189.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,153.07611940298509,1.2359863885882547,195.7,-6.5
2015,GA,GEORGIA,MITCHELL,184.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,156.4890909090909,1.178995921876634,189.2,-4.699999999999989
2016,GA,GEORGIA,MITCHELL,192.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,151.53061224489795,1.2677306397306398,184.5,7.599999999999994
2017,GA,GEORGIA,MITCHELL,190.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.71372549019608,1.1611732579586556,192.1,-2.0
2018,GA,GEORGIA,MITCHELL,203.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,165.99830508474577,1.2241088841013283,190.1,13.099999999999994
2020,GA,GEORGIA,MITCHELL,201.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,163.42105263157896,1.2354589371980675,203.2,-1.299999999999983
2021,GA,GEORGIA,MITCHELL,195.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,174.29999999999998,1.121629374641423,201.9,-6.400000000000006
2022,GA,GEORGIA,MITCHELL,213.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,152.88510638297873,1.397127588510354,195.5,18.099999999999994
2024,GA,GEORGIA,MITCHELL,202.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,149.45,1.352960856473737,213.6,-11.400000000000006
2013,GA,GEORGIA,MONTGOMERY,177.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,1.052894386871754,147.2801300518561,30.019869948143906
2018,GA,GEORGIA,MONTGOMERY,144.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,165.99830508474577,0.8698883999224007,177.3,-32.900000000000006
2022,GA,GEORGIA,MORGAN,63.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,152.88510638297873,0.41403640614562454,147.2801300518561,-83.98013005185611
2020,GA,GEORGIA,MURRAY,148.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,163.42105263157896,0.9105314009661836,147.2801300518561,1.5198699481439064
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,110.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.8366079350995057,147.2801300518561,-37.280130051856105
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,101.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.768918747623273,110.0,-8.900000000000006
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,83.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.6335403726708075,101.1,-17.799999999999997
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,63.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.4791481810115351,83.3,-20.299999999999997
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,128.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.9773101787298771,63.0,65.5
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,106.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.8069463810368869,128.5,-22.400000000000006
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,159.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,131.48333333333332,1.2107998478894664,106.1,53.099999999999994
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,143.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,1.0875903156293574,159.2,-16.19999999999999
2010,GA,GEORGIA,OTHER (COMBINED) COUNTIES,119.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,131.48333333333332,0.9073393332488275,143.0,-23.700000000000003
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,108.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.8209133858267716,119.3,-10.700000000000003
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,100.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.7589291338582678,108.6,-8.199999999999989
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,106.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.8057952755905512,100.4,6.199999999999989
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,88.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.668976377952756,106.6,-18.099999999999994
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,143.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,1.083968503937008,88.5,54.900000000000006
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,74.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.5623937007874017,143.4,-69.0
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,175.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,132.29166666666666,1.3235905511811024,74.4,100.69999999999999
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,145.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,1.1028661417322836,175.1,-29.19999999999999
2011,GA,GEORGIA,OTHER (COMBINED) COUNTIES,61.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,132.29166666666666,0.46110236220472445,145.9,-84.9
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,96.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,162.53026315789472,0.5955813897007035,61.0,35.8
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,122.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,162.53026315789472,0.75185997749407,96.8,25.400000000000006
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,140.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,162.53026315789472,0.8669154732317059,122.2,18.700000000000003
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,123.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,162.53026315789472,0.7567821377395304,140.9,-17.900000000000006
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,158.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,0.9776640787545641,123.0,35.900000000000006
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,152.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,0.935825716668151,158.9,-6.800000000000011
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,157.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,162.53026315789472,0.9702808383863734,152.1,5.599999999999994
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,138.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,162.53026315789472,0.854610072618055,157.7,-18.799999999999983
2012,GA,GEORGIA,OTHER (COMBINED) COUNTIES,97.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,162.53026315789472,0.5998882799154813,138.9,-41.400000000000006
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,134.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.7963515921009711,97.5,36.599999999999994
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,102.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.6069137413327312,134.1,-31.89999999999999
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,128.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.7619083465067458,102.2,26.10000000000001
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,130.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.7773484221179503,128.3,2.5999999999999943
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,166.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,0.9911340844269357,130.9,36.0
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,108.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.6467016284846813,166.9,-58.0
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,156.2,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,0.9275922347962094,108.9,47.29999999999998
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,158.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,168.39295774647886,0.9430323104074141,156.2,2.6000000000000227
2013,GA,GEORGIA,OTHER (COMBINED) COUNTIES,133.0,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,168.39295774647886,0.7898192524193077,158.8,-25.80000000000001
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,160.9,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,153.07611940298509,1.0511110461091449,133.0,27.900000000000006
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,127.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.8348787550823412,160.9,-33.10000000000001
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,122.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.7976423786819551,127.8,-5.700000000000003
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,93.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.6081941478729731,122.1,-29.0
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,132.6,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.8662357036300347,93.1,39.5
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,114.3,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.746687337291953,132.6,-18.299999999999997
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,170.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,1,153.07611940298509,1.1157847524887627,114.3,56.500000000000014
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,137.8,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.9002057312233696,170.8,-33.0
2014,GA,GEORGIA,OTHER (COMBINED) COUNTIES,92.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,153.07611940298509,0.605581068827332,137.8,-45.10000000000001
2015,GA,GEORGIA,OTHER (COMBINED) COUNTIES,96.1,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,156.4890909090909,0.6141003148636559,92.7,3.3999999999999915
2015,GA,GEORGIA,OTHER (COMBINED) COUNTIES,141.4,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,156.4890909090909,0.9035773623488133,96.1,45.30000000000001
2015,GA,GEORGIA,OTHER (COMBINED) COUNTIES,103.7,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,156.4890909090909,0.662666000534455,141.4,-37.7
2015,GA,GEORGIA,OTHER (COMBINED) COUNTIES,97.5,BU / ACRE,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Corn,0,156.4890909090909,0.6230466253819611,103.7,-6.200000000000003
